,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
8857,714342033,Attrited Customer,52,M,1,High School,Married,$120K +,Blue,34,2,3,1,34516.0,0,34516.0,1.038,4863,56,0.474,0.0
8858,788811558,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,35,1,3,3,1959.0,1022,937.0,0.78,7847,65,0.857,0.522
8859,788943333,Attrited Customer,51,M,3,Post-Graduate,Married,$80K - $120K,Silver,37,6,2,2,34516.0,989,33527.0,1.021,4810,55,0.341,0.028999999999999998
8860,719258433,Existing Customer,49,M,5,Graduate,Single,$60K - $80K,Blue,42,2,1,3,7801.0,2018,5783.0,0.684,7561,91,0.685,0.259
8861,717895833,Existing Customer,55,M,3,College,Single,$120K +,Blue,44,2,2,3,6455.0,1837,4618.0,0.7170000000000001,8001,99,0.7070000000000001,0.285
8862,711550983,Existing Customer,46,M,1,Graduate,Divorced,$40K - $60K,Blue,37,1,2,2,11343.0,1175,10168.0,0.6990000000000001,8313,107,0.672,0.10400000000000001
8863,714077583,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Platinum,31,2,3,4,23981.0,593,23388.0,0.987,4758,65,0.512,0.025
8864,720939933,Attrited Customer,46,F,4,Unknown,Single,Less than $40K,Blue,33,5,3,5,2879.0,0,2879.0,1.031,4684,56,0.556,0.0
8865,716725008,Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,40,2,3,2,7667.0,2191,5476.0,0.682,7886,94,0.679,0.28600000000000003
8866,788824083,Existing Customer,41,M,2,Uneducated,Single,$120K +,Blue,24,2,2,1,34516.0,1022,33494.0,0.743,8202,88,0.9129999999999999,0.03
8867,716335983,Existing Customer,37,M,2,High School,Single,$80K - $120K,Blue,36,1,2,3,6713.0,1590,5123.0,0.847,7946,85,0.667,0.237
8868,719157933,Existing Customer,51,M,2,Uneducated,Married,$120K +,Blue,40,1,3,1,10984.0,1429,9555.0,0.7509999999999999,7850,85,0.635,0.13
8869,716704158,Existing Customer,50,M,1,Doctorate,Married,$120K +,Blue,39,2,3,2,34516.0,2517,31999.0,0.778,8087,86,0.509,0.073
8870,716258358,Existing Customer,57,M,2,Uneducated,Single,$60K - $80K,Blue,36,1,1,3,23058.0,1534,21524.0,0.701,7009,82,0.708,0.067
8871,827904183,Existing Customer,40,M,4,Uneducated,Married,$120K +,Blue,36,2,2,2,17606.0,1377,16229.0,0.861,8104,83,0.627,0.078
8872,820394733,Existing Customer,52,M,0,College,Married,$120K +,Gold,47,2,1,1,34516.0,1464,33052.0,0.6890000000000001,7690,87,0.6729999999999999,0.042
8873,716574033,Existing Customer,45,F,3,High School,Divorced,$40K - $60K,Silver,36,2,2,2,18000.0,1829,16171.0,0.675,7149,86,0.623,0.102
8874,736786908,Existing Customer,48,F,2,College,Married,Less than $40K,Blue,41,2,2,2,5550.0,2517,3033.0,0.767,6984,85,0.545,0.45399999999999996
8875,774099708,Existing Customer,39,F,3,High School,Single,Less than $40K,Blue,33,2,1,2,1621.0,0,1621.0,0.779,7400,86,0.6859999999999999,0.0
8876,714282333,Existing Customer,49,F,4,College,Married,Less than $40K,Blue,36,1,1,2,3244.0,0,3244.0,0.765,7495,97,0.54,0.0
8877,717471933,Existing Customer,45,M,2,Unknown,Married,$40K - $60K,Blue,27,2,2,3,5800.0,1434,4366.0,0.715,8202,89,0.679,0.247
8878,818316108,Existing Customer,43,F,1,Graduate,Married,Less than $40K,Blue,38,2,2,1,2550.0,1421,1129.0,0.8190000000000001,8063,72,0.7140000000000001,0.557
8879,709838508,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Silver,31,2,1,3,34516.0,1509,33007.0,0.728,7167,91,0.625,0.044000000000000004
8880,716212383,Attrited Customer,38,M,1,High School,Single,$120K +,Blue,30,5,3,3,10874.0,2415,8459.0,0.9329999999999999,4619,59,0.37200000000000005,0.222
8881,757667133,Attrited Customer,54,M,2,College,Single,$80K - $120K,Blue,47,2,2,2,13769.0,0,13769.0,1.058,4738,53,0.395,0.0
8882,794571108,Attrited Customer,39,M,2,Graduate,Divorced,$40K - $60K,Silver,23,5,2,3,17894.0,304,17590.0,0.965,4691,63,0.465,0.017
8883,711370458,Existing Customer,49,F,5,Graduate,Married,Less than $40K,Gold,38,1,2,2,15016.0,2016,13000.0,0.7090000000000001,7685,84,0.527,0.134
8884,788528958,Existing Customer,45,M,4,Graduate,Single,$120K +,Blue,38,1,1,3,9036.0,0,9036.0,0.753,8356,79,0.6809999999999999,0.0
8885,716745408,Existing Customer,54,M,1,High School,Single,$80K - $120K,Blue,36,1,2,3,12813.0,1998,10815.0,0.8370000000000001,7803,81,0.688,0.156
8886,771752508,Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,29,1,1,1,4660.0,1844,2816.0,1.018,8571,84,0.647,0.396
8887,788916933,Existing Customer,49,M,5,College,Married,$60K - $80K,Gold,35,1,2,2,34516.0,1064,33452.0,0.7959999999999999,8095,81,0.62,0.031
8888,714938733,Attrited Customer,48,M,1,Post-Graduate,Single,$80K - $120K,Blue,38,4,2,2,13174.0,0,13174.0,0.955,4890,49,0.485,0.0
8889,761818758,Existing Customer,43,M,1,Graduate,Single,Unknown,Blue,36,1,1,2,11210.0,1079,10131.0,0.6509999999999999,7206,86,0.536,0.096
8890,714422058,Existing Customer,42,M,3,Graduate,Single,$120K +,Blue,36,1,2,3,31639.0,2446,29193.0,0.632,7119,86,0.564,0.077
8891,712191783,Existing Customer,49,M,4,High School,Married,$120K +,Gold,36,1,1,1,34516.0,1634,32882.0,0.768,7788,94,0.469,0.047
8892,716319258,Existing Customer,43,M,4,Uneducated,Single,$120K +,Blue,36,1,1,3,34516.0,1742,32774.0,0.6609999999999999,7360,82,0.745,0.05
8893,719813058,Existing Customer,44,F,5,Unknown,Married,Less than $40K,Blue,34,2,1,3,2490.0,1235,1255.0,0.823,8065,88,0.76,0.496
8894,712351908,Existing Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,34,1,2,3,26438.0,1655,24783.0,0.92,8029,81,0.723,0.063
8895,716742483,Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,29,2,3,3,7504.0,1134,6370.0,0.67,7525,100,0.449,0.151
8896,708160008,Existing Customer,44,M,1,Uneducated,Married,$120K +,Blue,33,2,2,3,34516.0,1058,33458.0,0.7340000000000001,7412,84,0.585,0.031
8897,709269708,Existing Customer,45,M,4,Graduate,Single,$120K +,Platinum,34,2,2,1,34516.0,1488,33028.0,0.732,7281,95,0.532,0.043
8898,779098308,Existing Customer,51,F,2,College,Married,Unknown,Blue,32,1,3,2,15048.0,2517,12531.0,0.6659999999999999,7592,96,0.524,0.16699999999999998
8899,717257658,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,29,2,2,1,9357.0,1942,7415.0,0.8,7971,84,0.787,0.20800000000000002
8900,775112958,Existing Customer,51,M,1,Unknown,Married,$60K - $80K,Blue,45,2,3,3,11548.0,0,11548.0,0.611,7781,72,0.895,0.0
8901,788812608,Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,39,1,2,3,8767.0,1684,7083.0,0.7859999999999999,8066,79,0.5489999999999999,0.192
8902,711002058,Existing Customer,42,M,4,Unknown,Single,$40K - $60K,Blue,33,1,3,1,5306.0,2410,2896.0,0.738,7437,94,0.7090000000000001,0.45399999999999996
8903,716199408,Attrited Customer,52,F,2,Graduate,Single,Unknown,Blue,41,2,3,3,3608.0,2517,1091.0,1.057,4907,53,0.5589999999999999,0.698
8904,718100808,Existing Customer,49,F,1,Uneducated,Married,Less than $40K,Gold,37,2,3,1,15987.0,2065,13922.0,0.705,7395,100,0.562,0.129
8905,790051758,Attrited Customer,50,M,2,Graduate,Single,$120K +,Blue,42,2,1,2,31782.0,0,31782.0,1.056,4800,53,0.395,0.0
8906,772430733,Existing Customer,42,M,2,Graduate,Married,$120K +,Blue,32,1,1,1,34516.0,1440,33076.0,0.6759999999999999,7168,88,0.5710000000000001,0.042
8907,713460258,Existing Customer,45,F,0,Doctorate,Married,$40K - $60K,Silver,36,1,1,3,19107.0,933,18174.0,0.88,8987,89,0.561,0.049
8908,820036533,Existing Customer,50,M,4,Unknown,Married,$80K - $120K,Blue,45,2,1,3,34516.0,1466,33050.0,0.693,7223,87,0.611,0.042
8909,719785683,Existing Customer,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,1,2,2,21751.0,1573,20178.0,0.878,8332,102,0.569,0.07200000000000001
8910,711830433,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,32,1,2,1,7926.0,1051,6875.0,0.7290000000000001,7677,87,0.5539999999999999,0.133
8911,807393558,Attrited Customer,51,M,4,Unknown,Single,$120K +,Silver,46,2,3,3,34516.0,1279,33237.0,1.02,4615,49,0.581,0.037000000000000005
8912,718306308,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,36,1,2,3,27984.0,1793,26191.0,0.754,8147,81,0.588,0.064
8913,772725408,Existing Customer,40,M,3,Uneducated,Divorced,$60K - $80K,Blue,30,2,3,2,24499.0,2517,21982.0,0.777,7667,84,0.527,0.10300000000000001
8914,711183558,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,39,2,1,3,2221.0,1291,930.0,0.785,8618,98,0.815,0.581
8915,720317658,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,35,2,2,2,5858.0,961,4897.0,0.657,7916,82,0.708,0.16399999999999998
8916,710596983,Existing Customer,51,M,1,Uneducated,Single,$80K - $120K,Blue,37,1,3,2,27318.0,2416,24902.0,0.917,7481,96,0.5479999999999999,0.08800000000000001
8917,716986458,Existing Customer,44,F,3,High School,Single,Unknown,Blue,36,1,3,2,9766.0,1575,8191.0,0.6609999999999999,7605,101,0.603,0.161
8918,717382608,Existing Customer,59,M,1,Graduate,Single,$60K - $80K,Silver,36,2,2,2,26692.0,2517,24175.0,0.7959999999999999,8780,86,0.654,0.094
8919,825767658,Existing Customer,49,M,2,Graduate,Single,$60K - $80K,Gold,45,2,3,1,34516.0,913,33603.0,0.698,7711,80,0.86,0.026000000000000002
8920,717513933,Existing Customer,38,M,3,College,Single,$120K +,Blue,26,2,2,1,14938.0,0,14938.0,0.626,7385,90,0.429,0.0
8921,789186858,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,41,2,5,1,33256.0,928,32328.0,0.6940000000000001,7796,97,0.59,0.027999999999999997
8922,717658758,Existing Customer,49,M,4,Graduate,Single,$120K +,Silver,36,2,2,2,34516.0,0,34516.0,0.622,7962,99,0.435,0.0
8923,715575258,Existing Customer,47,M,2,Graduate,Single,$40K - $60K,Blue,35,1,6,3,5791.0,1957,3834.0,0.654,7823,93,0.722,0.33799999999999997
8924,714975633,Existing Customer,51,F,2,High School,Single,Unknown,Blue,36,2,1,2,2319.0,1347,972.0,0.722,7558,85,0.491,0.581
8925,715396983,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,2,17698.0,1769,15929.0,0.623,8056,95,0.583,0.1
8926,712624383,Existing Customer,52,M,4,College,Single,$80K - $120K,Silver,41,1,1,2,34516.0,1701,32815.0,0.715,7707,99,0.5,0.049
8927,721335558,Existing Customer,57,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,6482.0,1686,4796.0,0.753,7544,101,0.629,0.26
8928,711167808,Attrited Customer,40,M,4,Unknown,Single,$60K - $80K,Blue,30,4,3,6,18975.0,0,18975.0,1.028,4803,65,0.5479999999999999,0.0
8929,713761608,Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Silver,34,2,3,3,34516.0,1652,32864.0,0.865,8450,90,0.579,0.048
8930,713367858,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36,2,2,2,2479.0,1748,731.0,0.831,8042,85,0.545,0.705
8931,710489583,Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,1,1,4941.0,1040,3901.0,0.765,7631,91,0.596,0.21
8932,720422358,Existing Customer,42,M,1,Post-Graduate,Single,$60K - $80K,Gold,36,1,1,2,34516.0,2276,32240.0,0.767,7485,90,0.552,0.066
8933,772098858,Existing Customer,44,F,4,Uneducated,Married,Unknown,Blue,33,1,2,1,8230.0,1333,6897.0,0.6920000000000001,7736,84,0.68,0.162
8934,789304983,Existing Customer,44,M,0,Unknown,Married,$40K - $60K,Silver,34,2,1,2,22226.0,1864,20362.0,0.8640000000000001,8753,97,0.7020000000000001,0.084
8935,779257233,Existing Customer,47,M,2,Uneducated,Single,$120K +,Blue,29,2,3,2,28852.0,1974,26878.0,0.713,7432,90,0.607,0.068
8936,717579258,Attrited Customer,36,M,1,Unknown,Unknown,$40K - $60K,Blue,36,2,3,3,6893.0,1462,5431.0,1.031,4782,50,0.35100000000000003,0.212
8937,709418508,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,35,1,2,3,7653.0,1693,5960.0,0.6829999999999999,7508,93,0.5760000000000001,0.221
8938,778439883,Existing Customer,50,M,1,High School,Unknown,$80K - $120K,Blue,31,1,2,2,26840.0,769,26071.0,0.609,7969,93,0.6609999999999999,0.028999999999999998
8939,716063583,Existing Customer,41,M,3,High School,Divorced,$60K - $80K,Blue,32,1,2,1,4549.0,2109,2440.0,0.953,8642,85,0.7,0.46399999999999997
8940,716609433,Attrited Customer,55,M,2,High School,Divorced,$120K +,Blue,46,5,3,2,16828.0,2517,14311.0,1.0590000000000002,4939,63,0.465,0.15
8941,721053633,Existing Customer,45,M,2,College,Single,$40K - $60K,Blue,31,2,2,1,6530.0,1425,5105.0,0.716,8904,101,0.6559999999999999,0.218
8942,711559008,Existing Customer,40,F,4,Post-Graduate,Single,$40K - $60K,Blue,28,2,1,2,11642.0,1501,10141.0,0.935,9137,92,0.586,0.129
8943,718698558,Existing Customer,43,M,3,College,Single,$80K - $120K,Blue,34,2,2,2,5390.0,1324,4066.0,0.611,7739,106,0.47200000000000003,0.24600000000000002
8944,770190258,Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,43,2,1,1,7037.0,0,7037.0,0.752,7678,93,0.691,0.0
8945,709008708,Existing Customer,47,M,3,College,Married,Less than $40K,Blue,34,2,1,2,8390.0,0,8390.0,0.8,8316,92,0.7040000000000001,0.0
8946,823922208,Existing Customer,49,M,3,Unknown,Single,$60K - $80K,Blue,45,1,1,1,2122.0,1101,1021.0,0.711,7404,103,0.515,0.519
8947,718457058,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,35,1,1,1,3442.0,2517,925.0,0.62,7801,74,0.644,0.731
8948,708472008,Existing Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,6680.0,1839,4841.0,0.617,7632,95,0.532,0.275
8949,710395233,Existing Customer,42,F,2,Graduate,Single,Unknown,Silver,36,2,2,3,34516.0,1066,33450.0,0.846,8657,98,0.75,0.031
8950,716732958,Existing Customer,44,F,2,High School,Married,$40K - $60K,Blue,32,2,2,3,7244.0,2031,5213.0,0.7240000000000001,7925,90,0.5,0.28
8951,780108408,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,37,1,3,1,34516.0,1369,33147.0,0.764,7745,82,0.64,0.04
8952,720962208,Attrited Customer,42,M,2,Post-Graduate,Married,$60K - $80K,Blue,27,2,2,2,2476.0,2250,226.0,0.9690000000000001,4659,48,0.6,0.909
8953,714019083,Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,30,1,1,3,2019.0,803,1216.0,0.882,8426,102,0.478,0.39799999999999996
8954,721225083,Existing Customer,54,F,2,Unknown,Divorced,Less than $40K,Blue,36,1,2,1,8758.0,1511,7247.0,0.674,7680,89,0.508,0.17300000000000001
8955,819109308,Existing Customer,62,M,0,Graduate,Divorced,$60K - $80K,Blue,56,1,3,3,6103.0,2517,3586.0,0.74,8080,92,0.7040000000000001,0.41200000000000003
8956,721029858,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,36,2,1,2,2166.0,1458,708.0,0.7120000000000001,8215,109,0.535,0.6729999999999999
8957,716762733,Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue,40,2,1,1,3449.0,1634,1815.0,0.7759999999999999,8300,94,0.469,0.474
8958,710260983,Existing Customer,51,F,4,Graduate,Divorced,Less than $40K,Blue,36,2,3,2,2984.0,2512,472.0,0.861,8296,91,0.685,0.8420000000000001
8959,793608258,Attrited Customer,54,F,3,Graduate,Single,Less than $40K,Silver,48,1,5,2,13432.0,0,13432.0,0.9179999999999999,4909,50,0.316,0.0
8960,719677758,Existing Customer,39,F,1,Unknown,Married,$40K - $60K,Blue,36,2,1,3,10830.0,2184,8646.0,0.907,8814,88,0.725,0.20199999999999999
8961,771411408,Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,38,2,3,4,2673.0,0,2673.0,1.043,4929,54,0.45899999999999996,0.0
8962,794191008,Existing Customer,46,M,2,College,Married,$120K +,Blue,40,1,2,2,34516.0,1649,32867.0,0.741,7552,87,0.611,0.048
8963,708905733,Existing Customer,45,M,5,Uneducated,Single,$60K - $80K,Blue,32,1,2,1,20633.0,1989,18644.0,0.67,7570,91,0.655,0.096
8964,788327358,Existing Customer,61,M,1,Graduate,Single,Unknown,Blue,54,1,1,3,9070.0,2097,6973.0,0.8009999999999999,8440,102,0.7,0.231
8965,751974258,Existing Customer,51,M,3,Unknown,Unknown,$120K +,Blue,44,2,2,3,11954.0,0,11954.0,0.779,7345,93,0.55,0.0
8966,805516608,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Silver,45,2,1,3,34516.0,925,33591.0,0.7709999999999999,7755,84,0.68,0.027000000000000003
8967,720006333,Attrited Customer,48,M,2,College,Divorced,$80K - $120K,Blue,40,4,3,3,4479.0,0,4479.0,0.89,4520,63,0.37,0.0
8968,780114558,Existing Customer,50,M,1,High School,Married,Less than $40K,Blue,35,2,1,3,3968.0,2264,1704.0,1.0979999999999999,12535,118,0.815,0.5710000000000001
8969,713090658,Existing Customer,58,F,2,Uneducated,Single,Unknown,Blue,44,1,2,2,2599.0,1407,1192.0,0.727,8061,98,0.531,0.541
8970,718889508,Existing Customer,46,M,2,College,Divorced,$60K - $80K,Blue,37,1,3,1,10074.0,1223,8851.0,0.955,8256,99,0.623,0.121
8971,824799108,Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,42,2,2,1,10901.0,1874,9027.0,0.608,7498,90,0.5,0.172
8972,788618208,Existing Customer,42,F,5,Unknown,Single,Less than $40K,Blue,30,2,3,3,8325.0,0,8325.0,0.823,8198,90,0.915,0.0
8973,713133258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Silver,36,2,2,3,34516.0,2008,32508.0,0.858,8872,86,0.593,0.057999999999999996
8974,717370533,Existing Customer,40,M,3,Post-Graduate,Single,$120K +,Blue,26,1,2,1,34516.0,2088,32428.0,0.627,6453,89,0.589,0.06
8975,720425508,Existing Customer,43,M,5,Graduate,Single,$80K - $120K,Blue,36,1,1,3,7196.0,696,6500.0,0.8390000000000001,8689,93,0.898,0.09699999999999999
8976,712948383,Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Gold,36,1,6,1,34516.0,0,34516.0,0.72,7396,100,0.562,0.0
8977,712839633,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,22,2,1,3,34516.0,1595,32921.0,0.8240000000000001,8871,97,0.764,0.046
8978,820330008,Existing Customer,46,M,5,High School,Married,$120K +,Blue,42,1,1,3,32926.0,1540,31386.0,0.862,8231,98,0.556,0.047
8979,826150608,Existing Customer,44,M,4,Uneducated,Unknown,$40K - $60K,Silver,40,1,1,2,18072.0,1378,16694.0,0.73,8199,98,0.75,0.076
8980,779187783,Existing Customer,50,M,2,Unknown,Single,$80K - $120K,Blue,38,2,3,1,24533.0,1813,22720.0,0.745,8436,77,0.878,0.07400000000000001
8981,720809358,Existing Customer,39,M,1,College,Unknown,$40K - $60K,Blue,32,1,1,3,4874.0,2317,2557.0,0.8540000000000001,7776,98,0.782,0.475
8982,714054408,Existing Customer,50,M,3,College,Unknown,$60K - $80K,Blue,42,1,2,3,12889.0,1822,11067.0,0.88,8272,79,0.8370000000000001,0.141
8983,789827208,Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,31,2,3,1,7531.0,1692,5839.0,0.7709999999999999,7768,92,0.878,0.225
8984,718308558,Existing Customer,49,F,4,Graduate,Divorced,Less than $40K,Blue,37,2,6,1,1838.0,1155,683.0,0.742,7688,93,0.409,0.628
8985,801064833,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,2,30117.0,2129,27988.0,0.769,7930,91,0.542,0.071
8986,719838558,Existing Customer,46,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,1,1,5131.0,1484,3647.0,0.75,7432,92,0.5589999999999999,0.289
8987,714510483,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Gold,36,2,3,3,34516.0,2517,31999.0,0.703,7640,87,0.5820000000000001,0.073
8988,718246458,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,45,2,1,2,24262.0,1984,22278.0,0.805,8241,105,0.75,0.08199999999999999
8989,710822808,Existing Customer,51,M,0,College,Single,$80K - $120K,Blue,33,1,3,1,34516.0,1228,33288.0,0.747,7854,89,0.648,0.036000000000000004
8990,791730183,Attrited Customer,38,F,2,College,Unknown,Less than $40K,Blue,32,2,2,6,7385.0,1817,5568.0,1.0290000000000001,5070,50,0.389,0.24600000000000002
8991,709722858,Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,37,2,2,2,20708.0,1357,19351.0,0.852,8503,88,0.5710000000000001,0.066
8992,712582983,Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Silver,36,4,3,1,14057.0,1381,12676.0,1.0390000000000001,4729,54,0.742,0.098
8993,714999483,Existing Customer,38,M,4,Uneducated,Unknown,$80K - $120K,Silver,36,2,1,2,34516.0,1132,33384.0,0.84,9389,106,0.797,0.033
8994,711388458,Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,36,2,5,1,17072.0,1519,15553.0,0.831,8591,99,0.7070000000000001,0.08900000000000001
8995,796174983,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,46,2,3,3,25737.0,1168,24569.0,0.718,7722,94,0.469,0.045
8996,712918083,Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,33,1,3,1,2211.0,768,1443.0,0.745,7527,88,0.66,0.34700000000000003
8997,715459158,Existing Customer,35,F,4,High School,Unknown,Unknown,Blue,26,2,1,2,16950.0,0,16950.0,0.625,7821,97,0.672,0.0
8998,712687083,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,24,1,1,3,15043.0,0,15043.0,0.649,7234,83,0.6940000000000001,0.0
8999,713003358,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,30,2,2,2,29338.0,159,29179.0,1.0170000000000001,4983,40,0.379,0.005
9000,812443458,Existing Customer,57,M,4,Graduate,Single,$120K +,Blue,52,2,3,2,25808.0,0,25808.0,0.7120000000000001,7794,94,0.843,0.0
9001,712984983,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,30,1,3,2,2248.0,1853,395.0,0.6659999999999999,7739,101,0.9059999999999999,0.8240000000000001
9002,708826158,Existing Customer,45,F,4,Uneducated,Divorced,$40K - $60K,Blue,27,2,2,1,3670.0,1684,1986.0,0.675,8608,100,0.515,0.45899999999999996
9003,788725608,Existing Customer,44,F,3,Graduate,Single,Less than $40K,Blue,17,1,2,3,8861.0,1149,7712.0,0.718,8387,102,0.759,0.13
9004,717559533,Existing Customer,47,M,3,Graduate,Married,$120K +,Silver,42,1,3,1,34516.0,1161,33355.0,0.74,8212,100,0.695,0.034
9005,720443358,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,36,1,3,1,8014.0,1250,6764.0,0.667,6950,84,0.585,0.156
9006,806694333,Existing Customer,44,F,4,Unknown,Married,Less than $40K,Blue,39,1,1,1,2771.0,1779,992.0,0.841,8268,73,0.698,0.642
9007,709770408,Existing Customer,51,M,2,Graduate,Married,$120K +,Silver,36,1,1,2,34516.0,1702,32814.0,0.705,8652,98,0.8490000000000001,0.049
9008,718259433,Attrited Customer,45,F,3,High School,Married,Unknown,Blue,40,1,4,2,8383.0,0,8383.0,1.036,5460,63,0.853,0.0
9009,770705208,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Gold,30,1,3,3,15365.0,630,14735.0,0.807,7890,91,0.685,0.040999999999999995
9010,720655833,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,30,2,3,2,2913.0,0,2913.0,1.058,4955,56,0.8059999999999999,0.0
9011,797898858,Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,34,1,2,1,4748.0,2085,2663.0,0.615,7288,88,0.6,0.439
9012,779548008,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,35,1,2,3,34516.0,0,34516.0,0.742,7745,83,0.7290000000000001,0.0
9013,718388733,Existing Customer,38,F,1,College,Unknown,Less than $40K,Blue,32,2,3,3,2609.0,1259,1350.0,0.871,8677,96,0.627,0.483
9014,711742758,Attrited Customer,43,F,5,College,Single,$40K - $60K,Blue,32,2,3,1,11508.0,0,11508.0,1.005,5242,74,0.574,0.0
9015,757863258,Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,38,2,2,1,2396.0,887,1509.0,0.604,7480,84,0.787,0.37
9016,711947358,Existing Customer,49,M,4,Uneducated,Married,$120K +,Blue,38,2,3,1,18991.0,1208,17783.0,0.727,7716,83,0.804,0.064
9017,712157958,Attrited Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,10908.0,0,10908.0,0.983,4883,42,0.5,0.0
9018,814760358,Existing Customer,53,M,3,Graduate,Unknown,$40K - $60K,Blue,48,2,2,2,14627.0,1997,12630.0,0.718,7766,82,0.745,0.13699999999999998
9019,710192283,Existing Customer,46,M,4,Post-Graduate,Married,$40K - $60K,Blue,36,1,2,2,2219.0,1180,1039.0,0.768,8686,91,0.625,0.532
9020,718977483,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,46,2,3,1,25736.0,1388,24348.0,0.743,7209,91,0.596,0.054000000000000006
9021,712129158,Existing Customer,63,M,0,Uneducated,Single,$60K - $80K,Blue,36,2,3,1,7997.0,1096,6901.0,0.716,7747,104,0.6509999999999999,0.13699999999999998
9022,714880533,Existing Customer,40,M,5,Graduate,Single,$40K - $60K,Blue,36,2,2,3,2849.0,1741,1108.0,0.7909999999999999,8669,99,0.768,0.611
9023,808287408,Existing Customer,45,M,5,Graduate,Married,$80K - $120K,Blue,40,1,2,0,29227.0,1151,28076.0,0.73,8420,100,0.852,0.039
9024,709619433,Existing Customer,52,M,2,Doctorate,Married,$120K +,Blue,44,1,2,2,34516.0,1382,33134.0,0.856,8604,108,0.7140000000000001,0.04
9025,708881583,Existing Customer,50,M,2,Uneducated,Married,$40K - $60K,Blue,43,1,3,1,12458.0,1332,11126.0,0.68,8752,95,0.863,0.107
9026,711332883,Attrited Customer,62,M,1,High School,Single,$60K - $80K,Blue,46,2,3,3,7547.0,2477,5070.0,1.021,5294,73,0.698,0.32799999999999996
9027,717696333,Attrited Customer,44,M,4,Unknown,Married,$120K +,Blue,36,4,3,3,34516.0,0,34516.0,1.043,5425,60,0.875,0.0
